pattern_id,query_skeleton,query_count,slot_diversity,distinct_url_count,top10_count,total_clicks,total_impressions,avg_position,confidence,is_programmatic_opportunity,reject_reason,sample_queries,sample_urls,template_label,intent,hub_label,hub_article_title,hub_slug,url_template,article_title_template,recommended_article_structure,internal_linking_strategy,risks
pattern_026,{slot_1} kaffee für latte macchiato,1,1,1,1,92.0,2100.0,5.1,0.577,False,Too few matching GSC queries (1 < 3).,beste kaffee für latte macchiato,https://example.com/beste-kaffee-fuer-latte-macchiato/,X kaffee für latte macchiato,commercial_comparison,Macchiato Hub,"Macchiato: Übersicht, Varianten & Empfehlungen",/macchiato/,/{slot_1}-kaffee-fur-latte-macchiato/,"{slot_1} kaffee für latte macchiato: Test, Vergleich & Empfehlungen",Unsere Top-Empfehlung → Vergleichstabelle → Die besten Optionen im Detail → Kaufkriterien: Darauf kommt es an → Für wen eignet sich was? → FAQ,"Der Artikel verlinkt zurück zum Hub, auf die Einzeltests der vorgestellten Produkte und auf verwandte Vergleiche mit gleichem {slot_1} (Exact-Match-Anker).","Human/AI review required: thin content, cannibalization, duplicated intent, missing unique slot information."
pattern_033,{slot_1} macchiato,1,1,1,1,92.0,2100.0,5.1,0.577,False,Too few matching GSC queries (1 < 3).,beste kaffee für latte macchiato,https://example.com/beste-kaffee-fuer-latte-macchiato/,X macchiato,commercial_comparison,Macchiato Hub,"Macchiato: Übersicht, Varianten & Empfehlungen",/macchiato/,/{slot_1}-macchiato/,"{slot_1} macchiato: Test, Vergleich & Empfehlungen",Unsere Top-Empfehlung → Vergleichstabelle → Die besten Optionen im Detail → Kaufkriterien: Darauf kommt es an → Für wen eignet sich was? → FAQ,"Der Artikel verlinkt zurück zum Hub, auf die Einzeltests der vorgestellten Produkte und auf verwandte Vergleiche mit gleichem {slot_1} (Exact-Match-Anker).","Human/AI review required: thin content, cannibalization, duplicated intent, missing unique slot information."
pattern_016,siemens {slot_1},2,2,2,1,75.0,1720.0,8.85,0.576,False,Too few matching GSC queries (2 < 3).,siemens eq6 entkalken; siemens eq6 reinigen,https://example.com/siemens-eq6-entkalken/; https://example.com/siemens-eq6-reinigen/,Siemens X,how_to,Siemens Hub,"Siemens: Übersicht, Varianten & Empfehlungen",/siemens/,/siemens-{slot_1}/,Siemens {slot_1}: Schritt-für-Schritt-Anleitung,Kurzantwort: siemens {slot_1} in 30 Sekunden → Warum das wichtig ist → Was du brauchst → Schritt-für-Schritt-Anleitung → Wie oft ist es nötig? → Häufige Fehler und Probleme → FAQ,"Der Artikel verlinkt zurück zum Hub, per Exact-Match-Anker auf 2–4 Geschwister-Artikel mit gleichem {slot_1} und auf passende Produkt- oder Ratgeberseiten.","Human/AI review required: thin content, cannibalization, duplicated intent, missing unique slot information."
pattern_008,jura {slot_1} reinigen,1,1,1,1,66.0,1300.0,4.7,0.57,False,Too few matching GSC queries (1 < 3).,jura e8 reinigen,https://example.com/jura-e8-reinigen/,Jura X reinigen,how_to,Reinigen Hub,"Reinigen: Übersicht, Varianten & Empfehlungen",/reinigen/,/jura-{slot_1}-reinigen/,Jura {slot_1} reinigen: Schritt-für-Schritt-Anleitung,Kurzantwort: jura {slot_1} reinigen in 30 Sekunden → Warum das wichtig ist → Was du brauchst → Schritt-für-Schritt-Anleitung → Wie oft ist es nötig? → Häufige Fehler und Probleme → FAQ,"Der Artikel verlinkt zurück zum Hub, per Exact-Match-Anker auf 2–4 Geschwister-Artikel mit gleichem {slot_1} und auf passende Produkt- oder Ratgeberseiten.","Human/AI review required: thin content, cannibalization, duplicated intent, missing unique slot information."
pattern_010,kaffeevollautomat mit {slot_1},1,1,1,1,80.0,3000.0,6.9,0.564,False,Too few matching GSC queries (1 < 3).,kaffeevollautomat mit milchsystem,https://example.com/kaffeevollautomat-milchsystem/,Kaffeevollautomat mit X,informational,Kaffeevollautomat Hub,"Kaffeevollautomat: Übersicht, Varianten & Empfehlungen",/kaffeevollautomat/,/kaffeevollautomat-mit-{slot_1}/,Kaffeevollautomat mit {slot_1}: Alles Wichtige im Überblick,Kurzantwort → Problem oder Use Case → Konkrete Anleitung oder Empfehlung → Varianten und Entscheidungskriterien → Häufige Fehler → FAQ,"Der Artikel verlinkt zurück zum Hub, auf 2–4 thematisch verwandte Artikel und auf relevante Produkt- oder Conversion-Seiten.","Human/AI review required: thin content, cannibalization, duplicated intent, missing unique slot information."
pattern_004,espresso {slot_1},1,1,1,1,35.0,800.0,7.3,0.534,False,Too few matching GSC queries (1 < 3).,espresso tonic rezept,https://example.com/espresso-tonic-rezept/,Espresso X,recipe,Espresso Hub,"Espresso: Übersicht, Varianten & Empfehlungen",/espresso/,/espresso-{slot_1}/,"Espresso {slot_1}: Zutaten, Mengen & Zubereitung",Zutaten für espresso {slot_1} → Das richtige Equipment → Zubereitung Schritt für Schritt → Varianten und Abwandlungen → Tipps und typische Fehler → Nährwerte → FAQ,"Der Artikel verlinkt zurück zum Rezept-Hub, auf 2–4 verwandte Rezepte (Exact-Match-Anker) und auf passende Equipment- oder Zutaten-Guides.","Human/AI review required: thin content, cannibalization, duplicated intent, missing unique slot information."
pattern_005,espresso {slot_1} rezept,1,1,1,1,35.0,800.0,7.3,0.534,False,Too few matching GSC queries (1 < 3).,espresso tonic rezept,https://example.com/espresso-tonic-rezept/,Espresso X rezept,recipe,Rezept Hub,"Rezept: Übersicht, Varianten & Empfehlungen",/rezept/,/espresso-{slot_1}-rezept/,"Espresso {slot_1} rezept: Zutaten, Mengen & Zubereitung",Zutaten für espresso {slot_1} rezept → Das richtige Equipment → Zubereitung Schritt für Schritt → Varianten und Abwandlungen → Tipps und typische Fehler → Nährwerte → FAQ,"Der Artikel verlinkt zurück zum Rezept-Hub, auf 2–4 verwandte Rezepte (Exact-Match-Anker) und auf passende Equipment- oder Zutaten-Guides.","Human/AI review required: thin content, cannibalization, duplicated intent, missing unique slot information."
pattern_012,latte macchiato {slot_1},1,1,1,1,28.0,700.0,9.7,0.511,False,Too few matching GSC queries (1 < 3).,latte macchiato glas groesse,https://example.com/latte-macchiato-glas/,Latte macchiato X,informational,Macchiato Hub,"Macchiato: Übersicht, Varianten & Empfehlungen",/macchiato/,/latte-macchiato-{slot_1}/,Latte macchiato {slot_1}: Alles Wichtige im Überblick,Kurzantwort → Problem oder Use Case → Konkrete Anleitung oder Empfehlung → Varianten und Entscheidungskriterien → Häufige Fehler → FAQ,"Der Artikel verlinkt zurück zum Hub, auf 2–4 thematisch verwandte Artikel und auf relevante Produkt- oder Conversion-Seiten.","Human/AI review required: thin content, cannibalization, duplicated intent, missing unique slot information."
pattern_013,latte {slot_1},1,1,1,1,28.0,700.0,9.7,0.511,False,Too few matching GSC queries (1 < 3).,latte macchiato glas groesse,https://example.com/latte-macchiato-glas/,Latte X,informational,Latte Hub,"Latte: Übersicht, Varianten & Empfehlungen",/latte/,/latte-{slot_1}/,Latte {slot_1}: Alles Wichtige im Überblick,Kurzantwort → Problem oder Use Case → Konkrete Anleitung oder Empfehlung → Varianten und Entscheidungskriterien → Häufige Fehler → FAQ,"Der Artikel verlinkt zurück zum Hub, auf 2–4 thematisch verwandte Artikel und auf relevante Produkt- oder Conversion-Seiten.","Human/AI review required: thin content, cannibalization, duplicated intent, missing unique slot information."
pattern_037,{slot_1} philips {slot_2},1,2,1,0,12.0,330.0,10.2,0.389,False,Too few matching GSC queries (1 < 3).,alternative zu philips reinigungstabletten,https://example.com/philips-reinigungstabletten-alternative/,X philips Y,alternatives,Philips Hub,"Philips: Übersicht, Varianten & Empfehlungen",/philips/,/{slot_1}-philips-{slot_2}/,{slot_1} philips {slot_2}: Die besten Alternativen im Überblick,Kurzantwort: Die beste Alternative → Alternativen im Vergleich → Die Alternativen im Detail → Kompatibilität und Eignung → Preisvergleich → Vor- und Nachteile → FAQ,"Der Artikel verlinkt zurück zum Hub, auf verwandte Alternativen-Artikel mit gleichem {slot_1} und auf die Pflege-/How-to-Artikel der betroffenen Produkte.","Human/AI review required: thin content, cannibalization, duplicated intent, missing unique slot information."
pattern_041,{slot_1} siemens {slot_2},1,2,1,0,9.0,280.0,12.5,0.366,False,Too few matching GSC queries (1 < 3).,alternative zu siemens reinigungstabletten,https://example.com/siemens-reinigungstabletten-alternative/,X siemens Y,alternatives,Siemens Hub,"Siemens: Übersicht, Varianten & Empfehlungen",/siemens/,/{slot_1}-siemens-{slot_2}/,{slot_1} siemens {slot_2}: Die besten Alternativen im Überblick,Kurzantwort: Die beste Alternative → Alternativen im Vergleich → Die Alternativen im Detail → Kompatibilität und Eignung → Preisvergleich → Vor- und Nachteile → FAQ,"Der Artikel verlinkt zurück zum Hub, auf verwandte Alternativen-Artikel mit gleichem {slot_1} und auf die Pflege-/How-to-Artikel der betroffenen Produkte.","Human/AI review required: thin content, cannibalization, duplicated intent, missing unique slot information."
pattern_009,kaffee {slot_1},1,1,1,0,15.0,350.0,13.2,0.288,False,Too few matching GSC queries (1 < 3).,kaffee bitter ursache,https://example.com/kaffee-bitter-ursache/,Kaffee X,informational,Kaffee Hub,"Kaffee: Übersicht, Varianten & Empfehlungen",/kaffee/,/kaffee-{slot_1}/,Kaffee {slot_1}: Alles Wichtige im Überblick,Kurzantwort → Problem oder Use Case → Konkrete Anleitung oder Empfehlung → Varianten und Entscheidungskriterien → Häufige Fehler → FAQ,"Der Artikel verlinkt zurück zum Hub, auf 2–4 thematisch verwandte Artikel und auf relevante Produkt- oder Conversion-Seiten.","Human/AI review required: thin content, cannibalization, duplicated intent, missing unique slot information."
